Zeit;Wert 1-avg[W]
2023-01-07 15:15:32.074724; 50.20491
2023-01-07 15:15:33.077543; 47.888694
2023-01-07 15:15:34.109482; 48.78048
2023-01-07 15:15:35.118254; 47.686632
2023-01-07 15:15:36.136180; 50.20491
2023-01-07 15:15:37.151180; 50.526924
2023-01-07 15:15:38.195540; 48.577228
2023-01-07 15:15:39.209989; 48.260688
2023-01-07 15:15:40.256177; 49.9359
2023-01-07 15:15:41.296676; 50.198022
2023-01-07 15:15:42.333920; 50.198022
2023-01-07 15:15:43.359448; 47.855988
2023-01-07 15:15:44.383164; 48.373122
2023-01-07 15:15:45.398639; 48.317332
2023-01-07 15:15:46.407189; 50.732318
2023-01-07 15:15:47.418663; 51.5865
2023-01-07 15:15:48.441139; 51.5865
2023-01-07 15:15:49.445057; 46.969538
2023-01-07 15:15:50.468471; 46.2553
2023-01-07 15:15:51.497938; 50.996736
2023-01-07 15:15:52.501102; 51.48825
2023-01-07 15:15:53.507302; 52.119144
2023-01-07 15:15:54.531564; 47.598132
2023-01-07 15:15:55.559234; 47.083842
2023-01-07 15:15:56.581852; 47.282508
2023-01-07 15:15:57.589568; 49.474964
2023-01-07 15:15:58.604960; 50.20491
2023-01-07 15:15:59.612436; 50.673532
2023-01-07 15:16:00.649357; 48.8376
2023-01-07 15:16:01.681042; 47.7428
2023-01-07 15:16:02.707254; 48.057912
2023-01-07 15:16:03.721295; 50.26322
2023-01-07 15:16:04.739641; 49.53256
2023-01-07 15:16:05.755953; 47.48457
2023-01-07 15:16:06.759210; 47.282508
2023-01-07 15:16:07.780304; 47.48457
2023-01-07 15:16:08.791467; 50.673532
2023-01-07 15:16:09.814973; 49.679406
2023-01-07 15:16:10.822172; 49.417368
2023-01-07 15:16:11.862136; 46.2553
2023-01-07 15:16:12.878644; 46.45641
2023-01-07 15:16:13.884935; 46.712736
2023-01-07 15:16:14.897678; 49.417368
2023-01-07 15:16:15.959128; 49.795074
2023-01-07 15:16:16.986854; 46.767952
2023-01-07 15:16:18.022433; 46.712736
2023-01-07 15:16:19.055694; 47.282508
2023-01-07 15:16:20.065355; 32.265422
2023-01-07 15:16:21.071851; 31.56118
2023-01-07 15:16:22.102209; 31.299618
2023-01-07 15:16:23.145431; 31.603544
2023-01-07 15:16:24.186007; 32.222344
2023-01-07 15:16:25.212828; 31.9515
2023-01-07 15:16:26.215777; 31.603544
2023-01-07 15:16:27.244073; 31.603544
2023-01-07 15:16:28.265547; 31.908898
2023-01-07 15:16:29.283337; 31.518816
2023-01-07 15:16:30.334628; 31.38387
2023-01-07 15:16:31.340651; 31.857728
2023-01-07 15:16:32.361297; 31.866296
2023-01-07 15:16:33.386758; 32.480812
2023-01-07 15:16:34.412960; 31.730636
2023-01-07 15:16:35.427220; 31.645908
2023-01-07 15:16:36.457308; 31.645908
2023-01-07 15:16:37.466224; 31.56118
2023-01-07 15:16:38.485546; 31.603544
2023-01-07 15:16:39.503045; 31.815364
2023-01-07 15:16:40.505730; 32.610046
2023-01-07 15:16:41.519014; 31.823694
2023-01-07 15:16:42.536763; 31.645908
2023-01-07 15:16:43.554359; 32.25852
2023-01-07 15:16:44.564258; 31.603544
2023-01-07 15:16:45.586413; 32.394656
2023-01-07 15:16:46.609429; 31.56118
2023-01-07 15:16:47.621474; 31.518816
2023-01-07 15:16:48.657827; 32.52389
2023-01-07 15:16:49.658693; 31.866296
2023-01-07 15:16:50.677991; 31.781092
2023-01-07 15:16:51.698114; 31.56118
2023-01-07 15:16:52.705636; 31.56118
2023-01-07 15:16:53.714564; 31.645908
2023-01-07 15:16:54.760960; 31.518816
2023-01-07 15:16:55.774149; 31.425996
2023-01-07 15:16:56.778559; 31.9515
2023-01-07 15:16:57.808924; 31.866296
2023-01-07 15:16:58.833101; 32.21568
2023-01-07 15:16:59.836875; 32.21568
2023-01-07 15:17:00.847004; 31.823694
2023-01-07 15:17:01.848919; 31.518816
2023-01-07 15:17:02.879929; 31.518816
2023-01-07 15:17:03.929525; 31.9515
2023-01-07 15:17:04.957968; 31.866296
2023-01-07 15:17:05.983196; 31.908898
2023-01-07 15:17:07.024913; 31.823694
2023-01-07 15:17:08.043801; 31.688272
2023-01-07 15:17:09.062327; 31.908898
2023-01-07 15:17:10.112697; 31.56118
2023-01-07 15:17:11.137332; 31.341744
2023-01-07 15:17:12.162938; 31.425996
2023-01-07 15:17:13.183304; 32.21568
2023-01-07 15:17:14.220220; 31.823694
2023-01-07 15:17:15.221802; 31.56118
2023-01-07 15:17:16.235073; 31.56118
2023-01-07 15:17:17.255823; 31.518816
2023-01-07 15:17:18.265849; 31.866296
2023-01-07 15:17:19.279477; 31.38387
2023-01-07 15:17:20.311383; 31.9515
2023-01-07 15:17:21.314880; 31.866296
2023-01-07 15:17:22.317738; 31.645908
2023-01-07 15:17:23.348017; 34.18632
2023-01-07 15:17:24.383606; 34.911744
2023-01-07 15:17:25.404758; 31.341744
2023-01-07 15:17:26.440915; 31.299618
2023-01-07 15:17:27.461574; 31.04226
2023-01-07 15:17:28.481937; 31.823694
2023-01-07 15:17:29.509693; 31.994102
2023-01-07 15:17:30.534425; 31.38387
2023-01-07 15:17:31.542116; 31.341744
2023-01-07 15:17:32.560181; 31.341744
2023-01-07 15:17:33.594696; 31.299618
2023-01-07 15:17:34.598284; 32.036704
2023-01-07 15:17:35.627677; 30.99712
2023-01-07 15:17:36.641890; 31.603544
2023-01-07 15:17:37.678314; 31.425996
2023-01-07 15:17:38.709024; 31.425996
2023-01-07 15:17:39.744955; 32.17284
2023-01-07 15:17:40.763221; 31.341744
2023-01-07 15:17:41.806270; 31.122784
2023-01-07 15:17:42.842071; 30.99712
2023-01-07 15:17:43.842823; 31.080896
2023-01-07 15:17:44.851571; 32.21568
2023-01-07 15:17:45.851905; 31.603544
2023-01-07 15:17:46.852221; 31.603544
2023-01-07 15:17:47.867382; 31.38387
2023-01-07 15:17:48.903434; 31.341744
2023-01-07 15:17:49.940519; 31.908898
2023-01-07 15:17:50.953991; 31.080896
2023-01-07 15:17:51.975585; 31.000311
2023-01-07 15:17:53.008428; 31.689981
2023-01-07 15:17:54.045450; 31.520289
2023-01-07 15:17:55.080592; 31.995
2023-01-07 15:17:56.092202; 31.302012
2023-01-07 15:17:57.125456; 31.259826
2023-01-07 15:17:58.165845; 31.168107
2023-01-07 15:17:59.183528; 31.293954
2023-01-07 15:18:00.195835; 31.688272
2023-01-07 15:18:01.229958; 31.645908
2023-01-07 15:18:02.257270; 32.52389
2023-01-07 15:18:03.257847; 31.122784
2023-01-07 15:18:04.299282; 33.057486
2023-01-07 15:18:05.321063; 31.257492
2023-01-07 15:18:06.346695; 31.080896
2023-01-07 15:18:07.358387; 31.823694
2023-01-07 15:18:08.365184; 32.21568
2023-01-07 15:18:09.404551; 32.21568
2023-01-07 15:18:10.439288; 31.341744
2023-01-07 15:18:11.442520; 31.257492
2023-01-07 15:18:12.446813; 31.341744
2023-01-07 15:18:13.457438; 31.17324
2023-01-07 15:18:14.494333; 31.56118
2023-01-07 15:18:15.521529; 30.99712
2023-01-07 15:18:16.553418; 31.645908
2023-01-07 15:18:17.561149; 31.603544
2023-01-07 15:18:18.565705; 31.603544
2023-01-07 15:18:19.594991; 32.13
2023-01-07 15:18:20.614008; 31.299618
2023-01-07 15:18:21.621841; 31.215366
2023-01-07 15:18:22.629697; 31.299618
2023-01-07 15:18:23.665163; 35.368704
2023-01-07 15:18:24.699112; 51.939216
2023-01-07 15:18:25.723441; 50.26322
2023-01-07 15:18:26.732639; 49.825776
2023-01-07 15:18:27.752282; 47.5405
2023-01-07 15:18:28.763696; 47.226816
2023-01-07 15:18:29.784498; 50.614746
2023-01-07 15:18:30.798081; 50.409828
2023-01-07 15:18:31.817048; 49.883848
2023-01-07 15:18:32.821916; 47.686632
2023-01-07 15:18:33.850178; 48.317332
2023-01-07 15:18:34.862673; 48.78048
2023-01-07 15:18:35.876165; 51.05576
2023-01-07 15:18:36.914183; 50.20491
2023-01-07 15:18:37.932899; 50.20491
2023-01-07 15:18:38.962231; 46.401432
2023-01-07 15:18:39.985310; 46.45641
2023-01-07 15:18:41.001589; 51.083844
2023-01-07 15:18:42.013963; 50.460618
2023-01-07 15:18:43.046821; 50.402079
2023-01-07 15:18:44.057391; 46.772187
2023-01-07 15:18:45.072657; 46.914084
2023-01-07 15:18:46.110484; 46.151721
2023-01-07 15:18:47.136343; 48.949269
2023-01-07 15:18:48.148041; 49.098448
2023-01-07 15:18:49.185660; 49.7658
2023-01-07 15:18:50.201300; 47.66307
2023-01-07 15:18:51.209114; 47.5405
2023-01-07 15:18:52.212460; 49.417368
2023-01-07 15:18:53.249116; 49.152378
2023-01-07 15:18:54.260934; 47.598132
2023-01-07 15:18:55.284470; 46.20056
2023-01-07 15:18:56.291113; 46.969538
2023-01-07 15:18:57.306731; 49.999992
2023-01-07 15:18:58.341635; 49.621572
2023-01-07 15:18:59.375585; 50.20491
2023-01-07 15:19:00.389423; 46.85863
2023-01-07 15:19:01.417002; 46.45641
2023-01-07 15:19:02.430121; 46.20056
2023-01-07 15:19:03.441252; 49.679406
2023-01-07 15:19:04.470936; 50.468376
2023-01-07 15:19:05.511726; 46.767952
2023-01-07 15:19:06.534772; 46.511388
2023-01-07 15:19:07.568319; 46.511388
2023-01-07 15:19:08.577370; 49.474964
2023-01-07 15:19:09.591882; 50.732318
2023-01-07 15:19:10.604538; 49.417368
2023-01-07 15:19:11.635440; 46.401432
2023-01-07 15:19:12.671048; 47.282508
2023-01-07 15:19:13.692806; 47.59643
2023-01-07 15:19:14.731436; 50.468376
2023-01-07 15:19:15.731882; 50.732318
2023-01-07 15:19:16.732435; 48.057912
2023-01-07 15:19:17.734966; 46.45641
2023-01-07 15:19:18.735119; 46.65752
2023-01-07 15:19:19.745489; 44.822064
2023-01-07 15:19:20.777079; 32.08716
2023-01-07 15:19:21.815768; 31.994102
2023-01-07 15:19:22.821158; 31.908898
2023-01-07 15:19:23.864687; 31.645908
2023-01-07 15:19:24.879279; 31.730636
2023-01-07 15:19:25.923545; 31.603544
2023-01-07 15:19:26.960457; 31.859673
2023-01-07 15:19:27.990495; 31.470756
2023-01-07 15:19:29.015952; 32.13
2023-01-07 15:19:30.032677; 32.13
2023-01-07 15:19:31.043470; 31.866296
2023-01-07 15:19:32.043693; 31.645908
2023-01-07 15:19:33.076595; 31.518816
2023-01-07 15:19:34.091003; 31.603544
2023-01-07 15:19:35.124783; 31.56118
2023-01-07 15:19:36.166744; 31.56118
2023-01-07 15:19:37.181931; 31.908898
2023-01-07 15:19:38.194190; 31.866296
2023-01-07 15:19:39.194826; 31.732404
2023-01-07 15:19:40.207930; 31.647558
2023-01-07 15:19:41.242370; 31.647558
2023-01-07 15:19:42.248478; 31.470756
2023-01-07 15:19:43.282258; 31.470756
2023-01-07 15:19:44.300301; 32.301441
2023-01-07 15:19:45.306303; 32.387235
2023-01-07 15:19:46.347510; 31.732404
2023-01-07 15:19:47.371542; 31.689981
2023-01-07 15:19:48.380451; 31.42857
2023-01-07 15:19:49.416933; 31.512942
2023-01-07 15:19:50.460723; 31.647558
2023-01-07 15:19:51.498740; 31.470756
2023-01-07 15:19:52.519979; 32.03766
2023-01-07 15:19:53.521280; 31.95234
2023-01-07 15:19:54.537225; 31.732404
2023-01-07 15:19:55.550025; 31.647558
2023-01-07 15:19:56.586033; 31.42857
2023-01-07 15:19:57.595388; 31.470756
2023-01-07 15:19:58.626518; 31.56118
2023-01-07 15:19:59.650546; 31.603544
2023-01-07 15:20:00.670113; 32.25852
2023-01-07 15:20:01.679837; 32.08716
2023-01-07 15:20:02.691687; 31.908898
2023-01-07 15:20:03.723824; 31.645908
2023-01-07 15:20:04.740559; 31.603544
2023-01-07 15:20:05.753506; 32.480812
2023-01-07 15:20:06.766848; 31.470756
2023-01-07 15:20:07.793357; 31.56118
2023-01-07 15:20:08.801369; 31.9515
2023-01-07 15:20:09.844723; 31.908898
2023-01-07 15:20:10.845783; 32.480812
2023-01-07 15:20:11.876835; 31.645908
2023-01-07 15:20:12.885613; 31.603544
2023-01-07 15:20:13.895977; 31.56118
2023-01-07 15:20:14.922932; 33.369504
2023-01-07 15:20:15.939638; 32.30136
2023-01-07 15:20:16.964643; 32.17284
2023-01-07 15:20:17.996585; 31.9515
2023-01-07 15:20:19.027563; 32.437734
2023-01-07 15:20:20.055733; 31.645908
2023-01-07 15:20:21.058143; 32.437734
2023-01-07 15:20:22.091242; 31.518816
2023-01-07 15:20:23.113991; 31.56118
2023-01-07 15:20:24.130538; 32.3085
2023-01-07 15:20:25.152493; 31.9515
2023-01-07 15:20:26.181649; 31.9158
2023-01-07 15:20:27.209014; 31.299618
2023-01-07 15:20:28.226412; 31.122784
2023-01-07 15:20:29.249719; 31.299618
2023-01-07 15:20:30.289605; 31.9515
2023-01-07 15:20:31.319028; 30.99712
2023-01-07 15:20:32.344311; 31.781092
2023-01-07 15:20:33.364237; 31.645908
2023-01-07 15:20:34.370929; 32.25852
2023-01-07 15:20:35.385591; 31.9515
2023-01-07 15:20:36.408249; 31.257492
2023-01-07 15:20:37.417788; 31.215366
2023-01-07 15:20:38.445949; 30.99712
2023-01-07 15:20:39.461138; 31.039008
2023-01-07 15:20:40.487626; 32.17284
2023-01-07 15:20:41.488136; 31.603544
2023-01-07 15:20:42.517776; 31.518816
2023-01-07 15:20:43.523375; 31.257492
2023-01-07 15:20:44.554227; 31.299618
2023-01-07 15:20:45.576916; 31.9515
2023-01-07 15:20:46.605673; 31.257492
2023-01-07 15:20:47.620163; 31.080896
2023-01-07 15:20:48.655358; 31.645908
2023-01-07 15:20:49.699153; 31.823694
2023-01-07 15:20:50.727076; 32.17284
2023-01-07 15:20:51.729404; 31.257492
2023-01-07 15:20:52.752600; 31.17324
2023-01-07 15:20:53.763394; 31.039008
2023-01-07 15:20:54.778905; 30.99712
2023-01-07 15:20:55.801355; 31.56118
2023-01-07 15:20:56.832517; 31.645908
2023-01-07 15:20:57.834137; 31.56118
2023-01-07 15:20:58.845436; 31.38387
2023-01-07 15:20:59.856405; 31.299618
2023-01-07 15:21:00.891742; 32.13
2023-01-07 15:21:01.911452; 31.341744
2023-01-07 15:21:02.953949; 31.215366
2023-01-07 15:21:03.986706; 30.99712
2023-01-07 15:21:04.991799; 31.908898
2023-01-07 15:21:05.995846; 32.258544
2023-01-07 15:21:07.022223; 31.470756
2023-01-07 15:21:08.031817; 31.81725
2023-01-07 15:21:09.044969; 31.555128
2023-01-07 15:21:10.086413; 31.168107
2023-01-07 15:21:11.121974; 31.299618
2023-01-07 15:21:12.133294; 31.039008
2023-01-07 15:21:13.137138; 31.374112
2023-01-07 15:21:14.158502; 31.512942
2023-01-07 15:21:15.163097; 31.555128
2023-01-07 15:21:16.187493; 31.605135
2023-01-07 15:21:17.223584; 31.122784
2023-01-07 15:21:18.266280; 30.908592
2023-01-07 15:21:19.290215; 33.325712
2023-01-07 15:21:20.323537; 31.122784
2023-01-07 15:21:21.352222; 31.645908
2023-01-07 15:21:22.363862; 31.603544
2023-01-07 15:21:23.367311; 31.866296
2023-01-07 15:21:24.376020; 49.621572
2023-01-07 15:21:25.385002; 49.73724
2023-01-07 15:21:26.407864; 49.679406
2023-01-07 15:21:27.441607; 46.20056
2023-01-07 15:21:28.476187; 45.999688
2023-01-07 15:21:29.486190; 47.024992
2023-01-07 15:21:30.511553; 50.468376
2023-01-07 15:21:31.531484; 49.474964
2023-01-07 15:21:32.565217; 48.057912
2023-01-07 15:21:33.587336; 46.511388
2023-01-07 15:21:34.626022; 46.206468
2023-01-07 15:21:35.634113; 48.22713
2023-01-07 15:21:36.646773; 49.006386
2023-01-07 15:21:37.668167; 49.52826
2023-01-07 15:21:38.675291; 46.46148
2023-01-07 15:21:39.711523; 46.315962
2023-01-07 15:21:40.729938; 46.772187
2023-01-07 15:21:41.781998; 49.267086
2023-01-07 15:21:42.796476; 49.32444
2023-01-07 15:21:43.802960; 49.209732
2023-01-07 15:21:44.826748; 46.772187
2023-01-07 15:21:45.847599; 47.028384
2023-01-07 15:21:46.850181; 49.789908
2023-01-07 15:21:47.875020; 49.9359
2023-01-07 15:21:48.912953; 49.616424
2023-01-07 15:21:49.944201; 47.028384
2023-01-07 15:21:50.958810; 46.606524
2023-01-07 15:21:51.983900; 46.606524
2023-01-07 15:21:52.986308; 49.616424
2023-01-07 15:21:53.995211; 49.789908
2023-01-07 15:21:55.031520; 49.155806
2023-01-07 15:21:56.062125; 46.969538
2023-01-07 15:21:57.084261; 47.3382
2023-01-07 15:21:58.114550; 48.057912
2023-01-07 15:21:59.131968; 49.883848
2023-01-07 15:22:00.141540; 50.460618
2023-01-07 15:22:01.146033; 48.170724
2023-01-07 15:22:02.155513; 47.34075
2023-01-07 15:22:03.181496; 47.28624
2023-01-07 15:22:04.211446; 50.1466
2023-01-07 15:22:05.239967; 50.468376
2023-01-07 15:22:06.259965; 48.057912
2023-01-07 15:22:07.281474; 48.78048
2023-01-07 15:22:08.321326; 48.30448
2023-01-07 15:22:09.325791; 51.114784
2023-01-07 15:22:10.338910; 50.32153
2023-01-07 15:22:11.356492; 47.798968
2023-01-07 15:22:12.396159; 48.114318
2023-01-07 15:22:13.424662; 47.282508
2023-01-07 15:22:14.441059; 50.937712
2023-01-07 15:22:15.476876; 50.468376
2023-01-07 15:22:16.479841; 50.23228
2023-01-07 15:22:17.515516; 48.001506
2023-01-07 15:22:18.543835; 48.001506
2023-01-07 15:22:19.576271; 50.819664
2023-01-07 15:22:20.602184; 32.52389
2023-01-07 15:22:21.606998; 31.645908
2023-01-07 15:22:22.611749; 31.645908
2023-01-07 15:22:23.652394; 31.518816
2023-01-07 15:22:24.687578; 32.92016
2023-01-07 15:22:25.708641; 31.994102
2023-01-07 15:22:26.739175; 32.480812
2023-01-07 15:22:27.760753; 31.908898
2023-01-07 15:22:28.782486; 31.866296
2023-01-07 15:22:29.796430; 31.781092
2023-01-07 15:22:30.823954; 31.645908
2023-01-07 15:22:31.861824; 32.30136
2023-01-07 15:22:32.882870; 31.603544
2023-01-07 15:22:33.911994; 31.995
2023-01-07 15:22:34.933551; 31.908898
2023-01-07 15:22:35.942190; 31.781092
2023-01-07 15:22:36.974871; 32.30136
2023-01-07 15:22:37.987321; 31.56118
2023-01-07 15:22:39.027965; 31.603544
2023-01-07 15:22:40.063775; 31.56118
2023-01-07 15:22:41.068327; 32.207112
2023-01-07 15:22:42.110185; 32.566968
2023-01-07 15:22:43.133664; 31.9515
2023-01-07 15:22:44.138332; 31.603544
2023-01-07 15:22:45.148704; 31.645908
2023-01-07 15:22:46.164189; 32.21568
2023-01-07 15:22:47.210474; 31.603544
2023-01-07 15:22:48.222190; 31.5945
2023-01-07 15:22:49.242126; 31.994102
2023-01-07 15:22:50.287811; 31.81725
2023-01-07 15:22:51.305466; 32.430132
2023-01-07 15:22:52.331017; 31.470756
2023-01-07 15:22:53.381227; 31.688272
2023-01-07 15:22:54.382620; 31.42857
2023-01-07 15:22:55.421248; 31.42857
2023-01-07 15:22:56.442511; 32.653124
2023-01-07 15:22:57.486726; 31.908898
2023-01-07 15:22:58.507128; 31.866296
2023-01-07 15:22:59.532926; 31.688272
2023-01-07 15:23:00.547705; 31.908898
2023-01-07 15:23:01.593254; 32.437734
2023-01-07 15:23:02.627644; 31.994102
2023-01-07 15:23:03.663210; 32.21568
2023-01-07 15:23:04.681547; 32.21568
2023-01-07 15:23:05.721180; 32.17284
2023-01-07 15:23:06.722536; 32.70358
2023-01-07 15:23:07.731260; 31.603544
2023-01-07 15:23:08.757391; 31.603544
2023-01-07 15:23:09.787184; 31.603544
2023-01-07 15:23:10.791722; 31.56118
2023-01-07 15:23:11.817401; 31.908898
2023-01-07 15:23:12.843040; 32.17284
2023-01-07 15:23:13.861942; 31.866296
2023-01-07 15:23:14.866014; 31.866296
2023-01-07 15:23:15.878490; 31.823694
2023-01-07 15:23:16.893323; 32.13
2023-01-07 15:23:17.928218; 31.518816
2023-01-07 15:23:18.928469; 32.21568
2023-01-07 15:23:19.932219; 31.56118
2023-01-07 15:23:20.964629; 32.13
2023-01-07 15:23:21.989235; 32.70358
2023-01-07 15:23:23.024207; 31.908898
2023-01-07 15:23:24.051095; 31.688272
2023-01-07 15:23:25.058021; 31.386384
2023-01-07 15:23:26.086384; 31.168107
2023-01-07 15:23:27.129247; 31.512942
2023-01-07 15:23:28.150239; 31.084209
2023-01-07 15:23:29.165546; 31.774827
2023-01-07 15:23:30.167849; 32.660264
2023-01-07 15:23:31.195866; 31.681686
2023-01-07 15:23:32.228046; 31.257492
2023-01-07 15:23:33.258338; 31.257492
2023-01-07 15:23:34.276635; 31.603544
2023-01-07 15:23:35.316603; 31.215366
2023-01-07 15:23:36.327275; 31.857728
2023-01-07 15:23:37.368040; 31.603544
2023-01-07 15:23:38.390273; 31.603544
2023-01-07 15:23:39.391416; 31.257492
2023-01-07 15:23:40.445816; 31.215366
2023-01-07 15:23:41.464729; 31.38387
2023-01-07 15:23:42.496436; 31.341744
2023-01-07 15:23:43.534291; 31.080896
2023-01-07 15:23:44.552944; 32.036704
2023-01-07 15:23:45.589791; 31.512942
2023-01-07 15:23:46.617012; 31.774827
2023-01-07 15:23:47.653998; 31.386384
2023-01-07 15:23:48.699287; 31.168107
2023-01-07 15:23:49.724380; 31.126158
2023-01-07 15:23:50.724565; 31.080896
2023-01-07 15:23:51.751255; 31.080896
2023-01-07 15:23:52.790703; 31.039008
2023-01-07 15:23:53.826499; 31.603544
2023-01-07 15:23:54.844502; 31.512942
2023-01-07 15:23:55.863826; 31.42857
2023-01-07 15:23:56.879233; 31.470756
2023-01-07 15:23:57.921043; 31.126158
2023-01-07 15:23:58.953188; 31.168107
2023-01-07 15:23:59.998707; 31.126158
2023-01-07 15:24:01.026456; 31.084209
2023-01-07 15:24:02.059934; 31.859673
2023-01-07 15:24:03.069642; 31.470756
2023-01-07 15:24:04.097099; 31.42857
2023-01-07 15:24:05.137080; 31.252005
2023-01-07 15:24:06.155406; 31.210056
2023-01-07 15:24:07.195405; 31.419801
2023-01-07 15:24:08.250473; 31.084209
2023-01-07 15:24:09.271604; 31.555128
2023-01-07 15:24:10.303242; 31.512942
2023-01-07 15:24:11.307521; 31.512942
2023-01-07 15:24:12.334026; 31.344198
2023-01-07 15:24:13.371690; 31.168107
2023-01-07 15:24:14.413225; 30.992016
2023-01-07 15:24:15.434866; 31.168107
2023-01-07 15:24:16.450997; 31.04226
2023-01-07 15:24:17.478171; 31.647558
2023-01-07 15:24:18.480190; 31.512942
2023-01-07 15:24:19.490584; 31.386384
2023-01-07 15:24:20.535466; 31.168107
2023-01-07 15:24:21.575694; 31.04226
2023-01-07 15:24:22.599447; 30.908592
2023-01-07 15:24:23.606453; 31.210056
2023-01-07 15:24:24.642861; 56.198625
2023-01-07 15:24:25.661132; 49.52826
2023-01-07 15:24:26.706803; 49.993965
2023-01-07 15:24:27.713460; 46.516464
2023-01-07 15:24:28.723947; 47.598132
2023-01-07 15:24:29.769863; 46.06095
2023-01-07 15:24:30.793257; 49.52826
2023-01-07 15:24:31.839456; 49.993965
2023-01-07 15:24:32.876879; 50.782464
2023-01-07 15:24:33.920900; 46.712736
2023-01-07 15:24:34.932777; 48.51864
2023-01-07 15:24:35.947247; 46.571448
2023-01-07 15:24:36.990029; 49.73724
2023-01-07 15:24:38.036424; 49.999992
2023-01-07 15:24:39.082811; 49.563738
2023-01-07 15:24:40.110033; 47.42864
2023-01-07 15:24:41.125265; 48.001506
2023-01-07 15:24:42.128143; 49.94192
2023-01-07 15:24:43.180915; 50.37984
2023-01-07 15:24:44.225706; 48.001506
2023-01-07 15:24:45.245991; 48.001506
2023-01-07 15:24:46.258007; 47.226816
2023-01-07 15:24:47.281644; 51.36975
2023-01-07 15:24:48.288426; 50.13972
2023-01-07 15:24:49.311805; 48.317332
2023-01-07 15:24:50.367553; 48.259836
2023-01-07 15:24:51.408673; 48.057912
2023-01-07 15:24:52.413251; 51.25125
2023-01-07 15:24:53.420200; 50.519157
2023-01-07 15:24:54.432207; 50.782464
2023-01-07 15:24:55.454657; 47.5422
2023-01-07 15:24:56.505407; 46.716966
2023-01-07 15:24:57.550065; 49.413078
2023-01-07 15:24:58.567586; 50.987232
2023-01-07 15:24:59.579029; 50.782464
2023-01-07 15:25:00.614267; 50.256324
2023-01-07 15:25:01.636182; 47.285055
2023-01-07 15:25:02.659492; 47.083842
2023-01-07 15:25:03.698881; 47.855988
2023-01-07 15:25:04.708683; 50.84124
2023-01-07 15:25:05.715433; 51.25125
2023-01-07 15:25:06.748908; 47.5422
2023-01-07 15:25:07.797076; 47.855988
2023-01-07 15:25:08.838204; 46.716966
2023-01-07 15:25:09.848300; 49.267086
2023-01-07 15:25:10.872541; 49.152378
2023-01-07 15:25:11.881948; 49.209732
2023-01-07 15:25:12.910641; 47.028384
2023-01-07 15:25:13.911459; 47.5422
2023-01-07 15:25:14.942742; 49.52826
2023-01-07 15:25:15.962577; 49.413078
2023-01-07 15:25:17.006995; 49.413078
2023-01-07 15:25:18.027055; 46.972926
2023-01-07 15:25:19.064599; 46.401432
2023-01-07 15:25:20.088202; 46.45641
2023-01-07 15:25:21.111672; 32.222344
2023-01-07 15:25:22.166751; 32.13
2023-01-07 15:25:23.197217; 32.265422
2023-01-07 15:25:24.230099; 31.603544
2023-01-07 15:25:25.262808; 31.603544
2023-01-07 15:25:26.264260; 31.56118
2023-01-07 15:25:27.286821; 32.17284
2023-01-07 15:25:28.326047; 31.518816
2023-01-07 15:25:29.344044; 32.21568
2023-01-07 15:25:30.389719; 31.908898
2023-01-07 15:25:31.426175; 31.732404
2023-01-07 15:25:32.438810; 32.387235
2023-01-07 15:25:33.482815; 31.470756
2023-01-07 15:25:34.498349; 31.386384
2023-01-07 15:25:35.513153; 31.344198
2023-01-07 15:25:36.520400; 31.555128
2023-01-07 15:25:37.539138; 32.609304
2023-01-07 15:25:38.572253; 32.03766
2023-01-07 15:25:39.592378; 33.098472
2023-01-07 15:25:40.593014; 31.732404
2023-01-07 15:25:41.622177; 31.512942
2023-01-07 15:25:42.634860; 32.08032
2023-01-07 15:25:43.672844; 31.470756
2023-01-07 15:25:44.697805; 31.512942
2023-01-07 15:25:45.742039; 32.430132
2023-01-07 15:25:46.763379; 31.81725
2023-01-07 15:25:47.805350; 32.652438
2023-01-07 15:25:48.815966; 31.689981
2023-01-07 15:25:49.860327; 33.098472
2023-01-07 15:25:50.870494; 31.555128
2023-01-07 15:25:51.890388; 31.512942
2023-01-07 15:25:52.904924; 31.774827
2023-01-07 15:25:53.905065; 32.08032
2023-01-07 15:25:54.914021; 31.81725
2023-01-07 15:25:55.967452; 31.774827
2023-01-07 15:25:56.989087; 31.512942
2023-01-07 15:25:57.997875; 32.2083
2023-01-07 15:25:59.042668; 31.470756
2023-01-07 15:26:00.076684; 31.555128
2023-01-07 15:26:01.105332; 32.03766
2023-01-07 15:26:02.151216; 32.08032
2023-01-07 15:26:03.163014; 32.473029
2023-01-07 15:26:04.212149; 31.866296
2023-01-07 15:26:05.216988; 31.645908
2023-01-07 15:26:06.259193; 31.603544
2023-01-07 15:26:07.264861; 31.823694
2023-01-07 15:26:08.305677; 31.42857
2023-01-07 15:26:09.339880; 32.17284
2023-01-07 15:26:10.365117; 31.908898
2023-01-07 15:26:11.408191; 31.9515
2023-01-07 15:26:12.450491; 32.30136
2023-01-07 15:26:13.489033; 31.603544
2023-01-07 15:26:14.489567; 31.603544
2023-01-07 15:26:15.521692; 31.42857
2023-01-07 15:26:16.563826; 31.470756
2023-01-07 15:26:17.581809; 31.808244
2023-01-07 15:26:18.628968; 32.344338
2023-01-07 15:26:19.637040; 31.859673
2023-01-07 15:26:20.651866; 31.689981
2023-01-07 15:26:21.666052; 31.555128
