"(PDH-CSV 4.0) (Mitteleuropäische Zeit)(-60)","\\DJ-TESLA\Arbeitsspeicher\Zugesicherte verwendete Bytes (%)","\\DJ-TESLA\Auslagerungsdatei(\??\C:\pagefile.sys)\Belegung (%)","\\DJ-TESLA\Auslagerungsdatei(_Total)\Belegung (%)","\\DJ-TESLA\Netzwerkadapter(Microsoft Kernel Debug Network Adapter)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(Intel[R] Ethernet Connection I217-LM)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [IP])\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [IPv6])\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [Network Monitor])\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(Teredo Tunneling Pseudo-Interface)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(Microsoft IP-HTTPS Platform Interface)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(6to4 Adapter)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 1)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 2)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 3)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 4)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(Microsoft Kernel Debug Network Adapter)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(Intel[R] Ethernet Connection I217-LM)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [IP])\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [IPv6])\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [Network Monitor])\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(Teredo Tunneling Pseudo-Interface)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(Microsoft IP-HTTPS Platform Interface)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(6to4 Adapter)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 1)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 2)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 3)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 4)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkschnittstelle(Intel[R] Ethernet Connection I217-LM)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkschnittstelle(Intel[R] Ethernet Connection I217-LM)\Empfangene Bytes/s","\\DJ-TESLA\Physikalischer Datenträger(0 C:)\Bytes gelesen/s","\\DJ-TESLA\Physikalischer Datenträger(_Total)\Bytes gelesen/s","\\DJ-TESLA\Physikalischer Datenträger(0 C:)\Bytes geschrieben/s","\\DJ-TESLA\Physikalischer Datenträger(_Total)\Bytes geschrieben/s","\\DJ-TESLA\Prozessor(0)\Prozessorzeit (%)","\\DJ-TESLA\Prozessor(1)\Prozessorzeit (%)","\\DJ-TESLA\Prozessor(2)\Prozessorzeit (%)","\\DJ-TESLA\Prozessor(3)\Prozessorzeit (%)","\\DJ-TESLA\Prozessor(_Total)\Prozessorzeit (%)"
"01/07/2023 15:48:44.164","34.741550342818150909","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","390.56051473460001944","0","0","0","0","0","0"," "," "," "," ","0","390.56051473460001944","0","0","70091.520005153783131","70091.520005153783131","0.91558778106378690964","98.427231552080371557","0","0.91558778106378690964","24.900301578979000539"
"01/07/2023 15:48:45.168","34.741067102817133616","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.47566191272585456","0","0","0","0","0","0"," "," "," "," ","0","131.47566191272585456","0","0","8159.4592605231082416","8159.4592605231082416","0.39072733296371398026","95.330815343732680844","5.0599119892310469027","5.0599119892310469027","26.46034664425325289"
"01/07/2023 15:48:46.161","34.740825471175099892","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.88862624369156151","0","0","0","0","0","0"," "," "," "," ","0","132.88862624369156151","0","0","8247.1486832448590576","8247.1486832448590576","0.89964747204627215638","93.707914125209285316","4.0456904094416268336","2.472668940743949495","25.281480236860286226"
"01/07/2023 15:48:47.154","34.740825471175099892","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.94458456781276823","0","0","0","0","0","0"," "," "," "," ","0","132.94458456781276823","0","0","12375.932236130933234","12375.932236130933234","0.85902538643451986644","95.279001208877829754","5.5800241775566856717","4.0063579138493015108","26.431097135947545951"
"01/07/2023 15:48:48.167","34.740825471175099892","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","130.32459908401554571","0","0","0","0","0","0"," "," "," "," ","0","130.32459908401554571","0","0","8088.0236037595095695","8088.0236037595095695","1.2702666226068748401","84.573479159782323222","10.526179126737478242","7.4408749586939437748","25.952699966955162125"
"01/07/2023 15:48:49.169","34.740825471175099892","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","710.36190544604153274","0","0","0","0","0","0"," "," "," "," ","0","710.36190544604153274","0","0","16346.305419702168365","16346.305419702168365","1.7908167093141913462","98.441124074751016337","0.23194078406520990399","3.3496926345631727884","25.953393550673396817"
"01/07/2023 15:48:50.162","34.740825471175099892","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.91312647016266624","0","0","0","0","0","0"," "," "," "," ","0","132.91312647016266624","0","0","8248.6691821482763771","8248.6691821482763771","7.1762675732002234597","92.133581997728825286","0.88313317138329905376","7.1762675732002234597","26.842312578878146923"
"01/07/2023 15:48:51.155","34.740825471175099892","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","133.0263783246012963","0","0","0","0","0","0"," "," "," "," ","0","133.0263783246012963","0","0","12383.546491308339682","12383.546491308339682","0.79896950851312542596","98.425380468389107591","2.3735890401240244962","2.3735890401240244962","25.992882014287566506"
"01/07/2023 15:48:52.158","34.740140879233400995","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.60910778895603812","0","0","0","0","0","0"," "," "," "," ","0","131.60910778895603812","0","0","12251.611488717360771","12251.611488717360771","0","100","0","0.28776949723099409795","24.436825322120359516"
"01/07/2023 15:48:53.151","34.740140879233400995","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.82466851943661368","0","0","0","0","0","0"," "," "," "," ","0","132.82466851943661368","0","0","8243.1794281153397606","8243.1794281153397606","4.0939759797482651038","92.138850490143298089","7.2384357836909547501","0.94951617580558700382","26.105194607347026903"
"01/07/2023 15:48:54.164","34.740140879233400995","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","130.30954637864834922","0","0","0","0","0","0"," "," "," "," ","0","130.30954637864834922","0","0","56609.625966190993495","56609.625966190993495","0","93.830199996288243369","8.9954499452516660796","0","25.576792391066994981"
"01/07/2023 15:48:55.157","34.740140879233400995","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.95713180040473844","0","0","0","0","0","0"," "," "," "," ","0","132.95713180040473844","0","0","12377.100269419495817","12377.100269419495817","0.84635286822605237944","96.852265170419869378","0.84635286822605237944","2.4202202830161168023","25.241297797472018516"
"01/07/2023 15:48:56.150","34.718193494416354383","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","3677.6105118434265933","0","0","0","0","0","0"," "," "," "," ","0","3677.6105118434265933","0","0","8249.448333247904884","8249.448333247904884","5.5947615615703938374","93.706317437438030993","4.0213409209298944802","4.0213409209298944802","26.835940210217057"
"01/07/2023 15:48:57.164","34.717508902474655486","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","1898.689894104617224","0","0","0","0","0","0"," "," "," "," ","0","1898.689894104617224","0","0","111663.49215058505069","111663.49215058505069","4.3959506713698743852","92.289996021884661559","4.3959506713698743852","1.3119490801237421174","25.598456676784497432"
"01/07/2023 15:48:58.157","34.717508902474655486","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","2001.8455646634383811","0","0","0","0","0","0"," "," "," "," ","0","2001.8455646634383811","0","0","29387.254003590434877","29387.254003590434877","0.88452038478806782607","93.706953675224639255","4.0310435471757504189","7.1775667095634325676","26.450026113625025204"
"01/07/2023 15:48:59.158","34.716945103070919743","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.78790055285023186","0","0","0","0","0","0"," "," "," "," ","0","131.78790055285023186","0","0","57251.858858353363757","57251.858858353363757","4.8399274042838165144","95.319996429718884201","1.7199250240964025771","1.7199250240964025771","25.899943470548869584"
"01/07/2023 15:49:00.151","34.716945103070919743","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.94447745115624571","0","0","0","0","0","0"," "," "," "," ","0","132.94447745115624571","0","0","12375.922264543998608","12375.922264543998608","0.8579370151921672516","96.852632921117205456","7.1526711729577368004","0.8579370151921672516","26.430289495327496496"
"01/07/2023 15:49:01.165","34.716945103070919743","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","3666.6693637144585409","0","0","0","0","0","0"," "," "," "," ","0","3666.6693637144585409","0","0","12124.874365264604421","12124.874365264604421","2.8631526720366951011","96.916290561017035543","2.8631526720366951011","0","25.60551471847114513"
"01/07/2023 15:49:02.157","34.715535639486169828","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.96003795404718062","0","0","0","0","0","0"," "," "," "," ","0","132.96003795404718062","0","0","8251.5805372693539539","8251.5805372693539539","0","95.278723040375453479","0.85318384788453105472","5.5744608075090855692","25.246448139278022893"
"01/07/2023 15:49:03.150","34.715173215306172949","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.94838732095402634","0","0","0","0","0","0"," "," "," "," ","0","132.94838732095402634","0","0","8250.8574919186012266","8250.8574919186012266","0.85546063195068855478","100","0.85546063195068855478","4.0029063261744823876","26.428451861605850581"
"01/07/2023 15:49:04.163","34.715173215306172949","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","1836.2521186005626532","0","0","0","0","0","0"," "," "," "," ","0","1836.2521186005626532","0","0","12131.110770625653458","12131.110770625653458","5.8983715247312158425","98.457350352864452248","0","0","25.95281693749341656"
"01/07/2023 15:49:05.156","34.714488600081409686","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","2002.7201936956826103","0","0","0","0","0","0"," "," "," "," ","0","2002.7201936956826103","336295.80781703599496","336295.80781703599496","16505.315721081522497","16505.315721081522497","5.5560447052855010952","95.277802235264275055","2.407912862128347431","3.981978783706918712","26.805934646596263349"
"01/07/2023 15:49:06.159","34.714488600081409686","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.54313752904786838","0","0","0","0","0","0"," "," "," "," ","0","131.54313752904786838","0","0","8163.6468381663653417","8163.6468381663653417","0","98.443021202513776302","0.3533569608810238627","1.9103357583672542219","24.875778003621363155"
"01/07/2023 15:49:07.153","34.714488600081409686","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.82315824088203726","0","0","0","0","0","0"," "," "," "," ","0","132.82315824088203726","0","0","8243.0856993129218608","8243.0856993129218608","0.94246919744758184123","95.282974723687985374","8.8041779913009534653","2.5148109562182607846","26.886108217163695144"
"01/07/2023 15:49:08.166","34.713844287841077119","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","352.35500961475162285","0","0","0","0","0","0"," "," "," "," ","0","352.35500961475162285","0","0","8085.4124335127316954","8085.4124335127316954","9.0094713059177813363","90.746725895517073468","1.2984095521820004926","2.8406219029291523981","25.973807164136498926"
"01/07/2023 15:49:09.169","34.713844287841077119","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.63926891140209818","0","0","0","0","0","0"," "," "," "," ","0","131.63926891140209818","0","0","61272.096075125336938","61272.096075125336938","3.390560028593403441","96.883566452535276881","3.390560028593403441","0.27412648112867810113","25.984703247712694463"
"01/07/2023 15:49:10.162","34.713844287841077119","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.99004438542729645","0","0","0","0","0","0"," "," "," "," ","0","132.99004438542729645","0","0","8253.4427545865182765","8253.4427545865182765","2.4053861145153843104","100","0.83127943894304445749","0","25.62345454206592521"
"01/07/2023 15:49:11.165","34.713844287841077119","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.51798657918726576","0","0","0","0","0","0"," "," "," "," ","0","131.51798657918726576","0","0","12243.128932462524972","12243.128932462524972","3.4735377498926855999","98.443121576611176238","1.9166593265038556204","0.35978090311503674315","26.048274889030686552"
"01/07/2023 15:49:12.169","34.713844287841077119","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.55059685103748279","0","0","0","0","0","0"," "," "," "," ","0","131.55059685103748279","0","0","8164.1097682098416044","8164.1097682098416044","1.8965520506124544653","95.328407240505356413","6.5681448101071016055","0.33935446411424985413","26.033114641334787365"
"01/07/2023 15:49:13.161","34.713844287841077119","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","133.06096157713528783","0","0","0","0","0","0"," "," "," "," ","0","133.06096157713528783","0","0","49547.06351090419048","49547.06351090419048","2.3538492893779294768","98.425062085312546856","2.3538492893779294768","0","25.584188570819186737"
"01/07/2023 15:49:14.165","34.713844287841077119","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.49744307206717053","0","0","0","0","0","0"," "," "," "," ","0","131.49744307206717053","0","0","48964.866074835190375","48964.866074835190375","0.37309280475547046407","98.443329575074301374","3.4864336546068575018","3.4864336546068575018","26.447317440915519171"
"01/07/2023 15:49:15.167","34.713844287841077119","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.72009479855307745","0","0","0","0","0","0"," "," "," "," ","0","131.72009479855307745","0","0","8174.6289135586885095","8174.6289135586885095","3.3323328125835716129","92.204220388111579609","8.0098005797166198505","0.21402096782819901577","25.940093687059995631"
"01/07/2023 15:49:16.170","34.713844287841077119","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.5815312561460928","0","0","0","0","0","0"," "," "," "," ","0","131.5815312561460928","0","0","8166.0295761390061671","8166.0295761390061671","0.32222833246962068188","96.885069635389669429","3.4371586970799450356","3.4371586970799450356","26.020403840504801707"
"01/07/2023 15:49:17.163","34.713844287841077119","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.94011259423263027","0","0","0","0","0","0"," "," "," "," ","0","132.94011259423263027","0","0","12375.515936044928822","12375.515936044928822","4.0021424959211344685","96.852529262161340284","0","0.85467175808248141422","25.247569976332030706"
"01/07/2023 15:49:18.166","34.713844287841077119","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.54149895125550529","0","0","0","0","0","0"," "," "," "," ","0","131.54149895125550529","0","0","8163.5451470354919365","8163.5451470354919365","8.1371707972512687945","92.215014474343320217","3.4661794818572677634","0.35218527159460721876","26.04263750626162377"
"01/07/2023 15:49:19.159","34.713844287841077119","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","716.91105580558496513","0","0","0","0","0","0"," "," "," "," ","0","716.91105580558496513","0","0","12372.757097948073351","12372.757097948073351","5.6046567966560161267","96.85348855988853245","0","0.88488963648881702184","25.663672261784920892"
"01/07/2023 15:49:20.153","34.713844287841077119","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.91933659153534109","0","0","0","0","0","0"," "," "," "," ","0","132.91933659153534109","0","0","8249.0545860443762649","8249.0545860443762649","4.0198524959470631757","98.426554958949949992","2.4464074548970038414","0.87296241384695605348","26.441439295886116412"
"01/07/2023 15:49:21.165","34.713844287841077119","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","130.34974614386939606","0","0","0","0","0","0"," "," "," "," ","0","130.34974614386939606","0","0","12134.376368302022456","12134.376368302022456","8.9636545877380573444","93.828044378829702055","0","1.2487100612751711459","25.936532545956382023"
"01/07/2023 15:49:22.150","33.968076001379657214","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.04601129337643783","0","0","0","0","0","0"," "," "," "," ","0","134.04601129337643783","0","0","12478.465051310680792","12478.465051310680792","7.9614629440408757333","61.915088114775528538","7.9614629440408757333","9.5483342725918962657","21.846592146850539962"
"01/07/2023 15:49:23.153","33.95945812434877098","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.56128259094398913","0","0","0","0","0","0"," "," "," "," ","0","131.56128259094398913","0","0","16329.545863409290178","16329.545863409290178","5.004357964011041382","0.33244114256896217796","1.8897467497163256134","0.33244114256896217796","1.8897467497163256134"
"01/07/2023 15:49:24.157","33.958572180466397583","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.52491884065565841","0","0","0","0","0","0"," "," "," "," ","0","131.52491884065565841","0","0","65300.129402584920172","65300.129402584920172","0.35961212388369023785","0.35961212388369023785","0.35961212388369023785","0.35961212388369023785","0.35961212388369023785"
"01/07/2023 15:49:25.160","33.957162716881647668","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.57450122050303776","0","0","0","0","0","0"," "," "," "," ","0","131.57450122050303776","0","0","338872.12144645437365","338872.12144645437365","1.8770136082813748679","0","0.3195058877779044515","0.3195058877779044515","0.3195058877779044515"
"01/07/2023 15:49:26.148","33.937873163711721247","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","2271.5778638988781495","0","0","0","0","0","0"," "," "," "," ","0","2271.5778638988781495","0","0","8292.6764086718394537","8292.6764086718394537","3.5195071536014976843","6.6828020010244015836","1.9378597298900457346","1.9378597298900457346","3.5195071536014976843"
"01/07/2023 15:49:27.167","33.937550995950019228","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","1071.4519095686739547","0","0","0","0","0","0"," "," "," "," ","0","1071.4519095686739547","0","0","8037.8516878997952517","8037.8516878997952517","1.8819243152486619941","0","0.3488293826744315318","1.8819243152486619941","0"
"01/07/2023 15:49:28.170","33.936906683709686661","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","1983.4026079053246576","0","0","0","0","0","0"," "," "," "," ","0","1983.4026079053246576","0","0","8164.8412884223216679","8164.8412884223216679","0","0.33045437850806047564","1.8877910288438659592","0","0"
"01/07/2023 15:49:29.174","33.934812604900173483","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","1088.5221716615412788","0","0","0","0","0","0"," "," "," "," ","0","1088.5221716615412788","0","0","159235.24339734547539","159235.24339734547539","0.31766765671159546969","0","0","0.31766765671159546969","0"
"01/07/2023 15:49:30.153","34.22053138125234284","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","1048.0456400382036009","0","0","0","0","0","0"," "," "," "," ","0","1048.0456400382036009","0","0","12552.031992972169974","12552.031992972169974","5.8327753526259300543","2.6406660425454586694","1.0446113875052120967","7.4288300076661650806","4.2367206975856941398"
"01/07/2023 15:49:31.164","34.219605157668610218","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","889.64313053160333311","0","0","0","0","0","0"," "," "," "," ","0","889.64313053160333311","0","0","8097.7294725721048962","8097.7294725721048962","7.3298848518217223358","0","1.1518771752765055716","5.7853829326854118165","3.4686300539809589161"
"01/07/2023 15:49:32.159","34.218316509904880718","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","1804.5791497357588469","0","0","0","0","0","0"," "," "," "," ","0","1804.5791497357588469","0","0","8231.1316228481828148","8231.1316228481828148","1.0899771478283248882","1.0899771478283248882","0","0","0.30497696646187844038"
"01/07/2023 15:49:33.150","34.216705694379449199","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","133.31779305725373774","0","0","0","0","0","0"," "," "," "," ","0","133.31779305725373774","0","0","16547.566071591252694","16547.566071591252694","2.1584032978602230024","0.58031302847086907448","0.58031302847086907448","0.58031302847086907448","0.97483054592935047822"
"01/07/2023 15:49:34.153","34.214571359151641161","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","1725.5151688922690028","0","0","0","0","0","0"," "," "," "," ","0","1725.5151688922690028","0","0","57129.296677227641339","57129.296677227641339","0.37567337327670813352","0.37567337327670813352","0.37567337327670813352","0.37567337327670813352","0.37567337327670813352"
"01/07/2023 15:49:35.157","34.214088119150623868","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","1916.7584864382363321","0","0","0","0","0","0"," "," "," "," ","0","1916.7584864382363321","0","0","8161.1671106559415421","8161.1671106559415421","0.37204068845709814539","1.9287275526999492214","1.9287275526999492214","3.4854144169428113997","1.9287275526999492214"
"01/07/2023 15:49:36.166","33.919791745468927502","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","277.42103854151037012","0","0","0","0","0","0"," "," "," "," ","0","277.42103854151037012","0","0","8116.5469561859035821","8116.5469561859035821","0.92421851995841963756","0","4.0203366912097138197","0","0.92421851995841963756"
"01/07/2023 15:49:37.164","33.919389041587564293","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","1094.6377485827597411","0","0","0","0","0","0"," "," "," "," ","0","1094.6377485827597411","0","0","12317.681918118089015","12317.681918118089015","1.3264333591684773772","0","0","0","0.15175305400640937137"
"01/07/2023 15:49:38.152","33.919147409945523464","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","361.26904403960719492","0","0","0","0","0","0"," "," "," "," ","0","361.26904403960719492","0","0","8289.9608088864497404","8289.9608088864497404","0","0.38382145218656127383","0.38382145218656127383","0.38382145218656127383","0"
"01/07/2023 15:49:39.155","33.918905801586554105","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.55720476021804188","0","0","0","0","0","0"," "," "," "," ","0","131.55720476021804188","0","0","12246.779788587571602","12246.779788587571602","0.33343449489732224222","0.33343449489732224222","0.33343449489732224222","1.8907245809145489801","0.72276199972990395892"
"01/07/2023 15:49:40.159","33.918140650242136758","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.5237262823862352","0","0","0","0","0","0"," "," "," "," ","0","131.5237262823862352","0","0","8162.4421644341509818","8162.4421644341509818","0.3634541917991507276","0","0","3.4770962483054335124","0.3634541917991507276"
"01/07/2023 15:49:41.147","33.917899041883160294","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","133.59070459684602383","0","0","0","0","0","0"," "," "," "," ","0","133.59070459684602383","0","0","8290.7200913436554401","8290.7200913436554401","0.37687522979734655593","1.9581946705942043785","0.37687522979734655593","1.9581946705942043785","1.1675349501957699161"
"01/07/2023 15:49:42.151","33.917657410241119464","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.56672446299845092","0","0","0","0","0","0"," "," "," "," ","0","131.56672446299845092","0","0","8165.1106575824487663","8165.1106575824487663","0.32725552194480256318","0.32725552194480256318","0.32725552194480256318","0","0"
"01/07/2023 15:49:43.154","33.917415778599078635","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.54355701152570646","0","0","0","0","0","0"," "," "," "," ","0","131.54355701152570646","0","0","8163.6728715031713364","8163.6728715031713364","1.9029556022867044618","0","0.34585965946585250919","0.34585965946585250919","0.34585965946585250919"
"01/07/2023 15:49:44.158","33.917174170240102171","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.52089568121249386","0","0","0","0","0","0"," "," "," "," ","0","131.52089568121249386","0","0","57135.86546926855226","57135.86546926855226","0","0.36275926606411657005","0","1.9195911525318631874","0"
"01/07/2023 15:49:45.146","33.916932538598061342","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","133.58773025034440707","0","0","0","0","0","0"," "," "," "," ","0","133.58773025034440707","0","0","12435.803252395699019","12435.803252395699019","1.9605858784786933668","1.9605858784786933668","0.37930500555092283577","1.9605858784786933668","1.5652606001479552056"
"01/07/2023 15:49:46.149","33.916449298597044049","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.52706812115675916","0","0","0","0","0","0"," "," "," "," ","0","131.52706812115675916","0","0","24487.948682920821739","24487.948682920821739","1.9148805999565920999","0","0.35797394281305017216","0","0"
"01/07/2023 15:49:47.153","33.916207666955003219","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.56179397662265274","0","0","0","0","0","0"," "," "," "," ","0","131.56179397662265274","0","0","8164.8046686097941347","8164.8046686097941347","0","5.0043200920609649529","0.33240140806396478723","3.4470138640619651937","1.8897076360629649905"
"01/07/2023 15:49:48.156","33.916207666955003219","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.51177568395090134","0","0","0","0","0","0"," "," "," "," ","0","131.51177568395090134","0","0","8161.7005030524687754","8161.7005030524687754","1.9259526122143988403","0","0.36922170129716214149","0","0"
"01/07/2023 15:49:49.160","33.915482795311945097","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","709.3854888423227294","0","0","0","0","0","0"," "," "," "," ","0","709.3854888423227294","0","0","53052.469817241573764","53052.469817241573764","1.9229625357922053297","0","0","1.9229625357922053297","0.36618416334446290961"
"01/07/2023 15:49:50.148","33.915482795311945097","0","2.564453125","0","223.67390975415605681","0","0","0","0","0","0"," "," "," "," ","0","133.59708636899819112","0","0","0","0","0","0"," "," "," "," ","223.67390975415605681","133.59708636899819112","0","0","8291.1161479911606875","8291.1161479911606875","3.5358238473308989391","3.5358238473308989391","0.37306397347289799171","3.5358238473308989391","2.7451338788664014778"
"01/07/2023 15:49:51.152","33.915241186952968633","0","2.564453125","0","220.17022246557175436","0","0","0","0","0","0"," "," "," "," ","0","131.50438626902928263","0","0","0","0","0","0"," "," "," "," ","220.17022246557175436","131.50438626902928263","0","0","8161.2419114839985923","8161.2419114839985923","0.37572299828426691803","0.37572299828426691803","0.37572299828426691803","0.37572299828426691803","0.37572299828426691803"
"01/07/2023 15:49:52.155","33.914073331727195182","0","2.564453125","0","220.24429776550698534","0","0","0","0","0","0"," "," "," "," ","0","131.54863033957883545","0","0","0","0","0","0"," "," "," "," ","220.24429776550698534","131.54863033957883545","0","0","8163.9877253168924653","8163.9877253168924653","0.34262206533935968267","0","0.34262206533935968267","0","0"
"01/07/2023 15:49:53.159","33.912583332022791183","0","2.564453125","0","220.17772427093774468","0","0","0","0","0","0"," "," "," "," ","0","131.50886698535649089","0","0","0","0","0","0"," "," "," "," ","220.17772427093774468","131.50886698535649089","0","0","12242.27998118227697","12242.27998118227697","0.36796104626394265935","0","0","0.36796104626394265935","0"
"01/07/2023 15:49:54.147","33.912341700380750353","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","133.61646527358681169","0","0","0","0","0","0"," "," "," "," ","0","133.61646527358681169","0","0","12438.478221832081545","12438.478221832081545","3.5233939763980148818","0.3602265657881131844","0.3602265657881131844","6.6865613870079165793","2.732602123745542233"
"01/07/2023 15:49:55.151","33.912100092021773889","0","2.564453125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.51710863223502201","0","0","0","0","0","0"," "," "," "," ","0","131.51710863223502201","0","0","12243.047203582606016","12243.047203582606016","1.9225521189162431135","0.36576723191491522513","1.9225521189162431135","5.0361218929189099924","2.3117533223782182894"
