"(PDH-CSV 4.0) (Mitteleuropäische Zeit)(-60)","\\DJ-TESLA\Arbeitsspeicher\Zugesicherte verwendete Bytes (%)","\\DJ-TESLA\Auslagerungsdatei(\??\C:\pagefile.sys)\Belegung (%)","\\DJ-TESLA\Auslagerungsdatei(_Total)\Belegung (%)","\\DJ-TESLA\Netzwerkadapter(Microsoft Kernel Debug Network Adapter)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(Intel[R] Ethernet Connection I217-LM)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [IP])\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [IPv6])\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [Network Monitor])\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(Teredo Tunneling Pseudo-Interface)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(Microsoft IP-HTTPS Platform Interface)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(6to4 Adapter)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 1)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 2)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 3)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 4)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkadapter(Microsoft Kernel Debug Network Adapter)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(Intel[R] Ethernet Connection I217-LM)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [IP])\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [IPv6])\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(WAN Miniport [Network Monitor])\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(Teredo Tunneling Pseudo-Interface)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(Microsoft IP-HTTPS Platform Interface)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(6to4 Adapter)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 1)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 2)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 3)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkadapter(LAN-Verbindung* 4)\Empfangene Bytes/s","\\DJ-TESLA\Netzwerkschnittstelle(Intel[R] Ethernet Connection I217-LM)\Bytes gesendet/s","\\DJ-TESLA\Netzwerkschnittstelle(Intel[R] Ethernet Connection I217-LM)\Empfangene Bytes/s","\\DJ-TESLA\Physikalischer Datenträger(0 C:)\Bytes gelesen/s","\\DJ-TESLA\Physikalischer Datenträger(_Total)\Bytes gelesen/s","\\DJ-TESLA\Physikalischer Datenträger(0 C:)\Bytes geschrieben/s","\\DJ-TESLA\Physikalischer Datenträger(_Total)\Bytes geschrieben/s","\\DJ-TESLA\Prozessor(0)\Prozessorzeit (%)","\\DJ-TESLA\Prozessor(1)\Prozessorzeit (%)","\\DJ-TESLA\Prozessor(2)\Prozessorzeit (%)","\\DJ-TESLA\Prozessor(3)\Prozessorzeit (%)","\\DJ-TESLA\Prozessor(_Total)\Prozessorzeit (%)"
"01/07/2023 15:00:24.154","34.644579127115335382","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.88703424227057326","0","0","0","0","0","0"," "," "," "," ","0","132.88703424227057326","0","0","12370.574824007733696","12370.574824007733696","2.4770673880192606298","98.427049474000298801","4.0500179140189551674","2.4770673880192606298","26.857800541014441364"
"01/07/2023 15:00:25.167","34.644579127115335382","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","130.31264669427912395","0","0","0","0","0","0"," "," "," "," ","0","130.31264669427912395","0","0","8087.2818312085955768","8087.2818312085955768","4.3589701314667994581","100","0","0","25.955331714683971711"
"01/07/2023 15:00:26.159","34.644579127115335382","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","4388.4026486367392863","0","0","0","0","0","0"," "," "," "," ","0","4388.4026486367392863","0","0","33011.748849983625405","33011.748849983625405","5.5558449044633135827","95.277792245223167811","0.83363714968648361392","0.83363714968648361392","25.625232899286466193"
"01/07/2023 15:00:27.152","34.644579127115335382","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","197.38302336813583793","0","0","0","0","0","0"," "," "," "," ","0","197.38302336813583793","0","0","8249.8047317947384727","8249.8047317947384727","2.4429297433002816753","95.279496600482275426","0.86942861012770933371","7.1634331428180093582","26.438816988978441458"
"01/07/2023 15:00:28.166","34.644579127115335382","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","4171.4641464235219246","0","0","0","0","0","0"," "," "," "," ","0","4171.4641464235219246","0","0","92948.272068653546739","92948.272068653546739","1.3347825280475622556","95.3750679310022349","2.876426551046817881","4.4180705740460730624","26.001086896035673135"
"01/07/2023 15:00:29.159","34.644579127115335382","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","326.25159274215064897","0","0","0","0","0","0"," "," "," "," ","0","326.25159274215064897","0","0","8248.9291597027731768","8248.9291597027731768","0.88100736614593611051","96.853365313210986187","0.88100736614593611051","2.4543247095404452374","25.26742618876082247"
"01/07/2023 15:00:30.147","34.644579127115335382","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","133.55342668245700111","0","0","0","0","0","0"," "," "," "," ","0","133.55342668245700111","0","0","8288.4066013839983498","8288.4066013839983498","1.9781442881716126969","100","0.39714661540017903718","0.39714661540017903718","25.693109379742995912"
"01/07/2023 15:00:31.164","34.644579127115335382","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","444.45729306235597278","0","0","0","0","0","0"," "," "," "," ","0","444.45729306235597278","0","0","12082.945170686349229","12082.945170686349229","3.2077647357973915199","98.463615313266629414","0.13499536233063658131","3.2077647357973915199","26.253535036798012925"
"01/07/2023 15:00:32.157","34.653237260564516475","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","4127.3557008496618437","0","0","0","0","0","0"," "," "," "," ","0","4127.3557008496618437","0","0","8246.6580247220554156","8246.6580247220554156","0.90217152977147829773","98.427018595710663362","0.90217152977147829773","0.90217152977147829773","25.283383296256278783"
"01/07/2023 15:00:33.149","34.653237260564516475","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","133.07900456904582143","0","0","0","0","0","0"," "," "," "," ","0","133.07900456904582143","0","0","20647.409193742867501","20647.409193742867501","7.061566753209258529","95.274316953553011444","3.9111113889112592013","0.76065602461327097572","26.751912780071695153"
"01/07/2023 15:00:34.163","34.653237260564516475","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","130.16100719376220241","0","0","0","0","0","0"," "," "," "," ","0","130.16100719376220241","0","0","12116.806487855681553","12116.806487855681553","2.9317256641269606732","100","0","0","25.658032919247673931"
"01/07/2023 15:00:35.152","34.653237260564516475","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","3954.5117812171415608","0","0","0","0","0","0"," "," "," "," ","0","3954.5117812171415608","0","0","8289.4985956322470884","8289.4985956322470884","5.1342459199630541278","98.418904098666047275","0.39095821596120128305","1.9720541172951522313","26.479040587971368836"
"01/07/2023 15:00:36.169","34.653237260564516475","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","1203.1103942250701948","0","0","0","0","0","0"," "," "," "," ","0","1203.1103942250701948","0","0","8052.1898280161549337","8052.1898280161549337","4.7846324215034652383","96.928536529725917603","3.2489006863664293689","0.17743721609234652803","26.284876713422043792"
"01/07/2023 15:00:37.162","34.653237260564516475","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","133.00171572213281479","0","0","0","0","0","0"," "," "," "," ","0","133.00171572213281479","0","0","8254.1670848159992602","8254.1670848159992602","2.3899376645768577454","92.128220779401360119","7.1130051969360508224","0","25.218097404312921128"
"01/07/2023 15:00:38.154","34.653237260564516475","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","359.66529970345243328","0","0","0","0","0","0"," "," "," "," ","0","359.66529970345243328","0","0","66025.280339959266712","66025.280339959266712","3.9697410354210482808","100","0.82120795461517737124","2.395474495018112826","26.796605871263590615"
"01/07/2023 15:00:39.169","34.653237260564516475","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","130.09635211799817966","0","0","0","0","0","0"," "," "," "," ","0","130.09635211799817966","0","0","12110.787688075464757","12110.787688075464757","1.4465672853851141433","100","1.4465672853851141433","0","25.699946189825737974"
"01/07/2023 15:00:40.172","34.653237260564516475","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.58191163397421519","0","0","0","0","0","0"," "," "," "," ","0","131.58191163397421519","0","0","115345.50120447290828","115345.50120447290828","8.0987906473752975245","95.327057151561461978","3.4258477989367541738","0.31055256664438424252","26.790562041129472703"
"01/07/2023 15:00:41.164","34.653237260564516475","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","133.06718552116115006","0","0","0","0","0","0"," "," "," "," ","0","133.06718552116115006","0","0","12387.345270333547887","12387.345270333547887","19.670644349546172691","73.223548116515388529","0.7696194906158693172","7.0699611102593040712","25.183443266734183652"
"01/07/2023 15:00:42.155","34.652633204742485873","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","133.15430132273667141","0","0","0","0","0","0"," "," "," "," ","0","133.15430132273667141","0","0","8263.6366396655976132","8263.6366396655976132","3.8523325159331545109","93.69523491907759194","2.2761412457025453904","5.4285237861637529733","26.313063160531324769"
"01/07/2023 15:00:43.150","34.941090372144500975","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.70610263087837666","0","0","0","0","0","0"," "," "," "," ","0","132.70610263087837666","0","0","522974.64348304457963","522974.64348304457963","2.605918765243120383","95.287383166060152462","4.1767910432230710427","1.0350464872631692792","25.776279838656080301"
"01/07/2023 15:00:44.153","34.940244684680422438","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.59523936276801237","0","0","0","0","0","0"," "," "," "," ","0","131.59523936276801237","0","0","12250.320464315856952","12250.320464315856952","1.8654805154565745617","89.096164501717396433","9.6539344428012938693","4.9808620863944668145","26.399115371202952929"
"01/07/2023 15:00:45.156","34.93964062885838473","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.62878051319668771","0","0","0","0","0","0"," "," "," "," ","0","131.62878051319668771","0","0","8168.9618936674796714","8168.9618936674796714","4.9575820391194351799","95.325782723235391813","3.3995096135312263819","3.3995096135312263819","26.770595997354320161"
"01/07/2023 15:00:46.179","34.93964062885838473","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","129.00225841908317648","0","0","0","0","0","0"," "," "," "," ","0","129.00225841908317648","0","0","8005.9583406752226438","8005.9583406752226438","5.3248712906895363517","92.364908975055598717","3.7978530857006642663","0","25.176107955544956951"
"01/07/2023 15:00:47.152","34.93964062885838473","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","135.74251619115136691","0","0","0","0","0","0"," "," "," "," ","0","135.74251619115136691","0","0","8424.2628230144855479","8424.2628230144855479","6.8040403392219843681","98.393173109296924395","0.3767327764097050391","0.3767327764097050391","26.487664608488525886"
"01/07/2023 15:00:48.165","34.93964062885838473","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","130.18936536333632148","0","0","0","0","0","0"," "," "," "," ","0","130.18936536333632148","0","0","16159.261834188653665","16159.261834188653665","1.3732590161114721639","95.376871516380219873","1.3732590161114721639","4.4553446718579863273","25.644688486452338338"
"01/07/2023 15:00:49.158","34.93964062885838473","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.9884767499873135","0","0","0","0","0","0"," "," "," "," ","0","132.9884767499873135","0","0","12380.018199271546109","12380.018199271546109","2.3975297482254243064","100","0","0","25.223913920011408862"
"01/07/2023 15:00:50.151","34.645827518460762917","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.94121047604937758","0","0","0","0","0","0"," "," "," "," ","0","132.94121047604937758","0","0","8250.4120925742172403","8250.4120925742172403","15.023656406929275064","84.263640075357272963","4.0082044596793657831","2.4345684672150924577","26.432512316660073282"
"01/07/2023 15:00:51.165","34.645827518460762917","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","130.23162384923833201","0","0","0","0","0","0"," "," "," "," ","0","130.23162384923833201","0","0","8082.253504340609652","8082.253504340609652","4.4250770050237591136","95.375406951855993043","4.4250770050237591136","0","26.006511229695817633"
"01/07/2023 15:00:52.156","34.620336311548093988","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","133.14048136335853201","0","0","0","0","0","0"," "," "," "," ","0","133.14048136335853201","0","0","12394.168446916284665","12394.168446916284665","7.0136918209571135208","90.543765269927845907","3.8616135775997317836","3.8616135775997317836","26.320176104846293441"
"01/07/2023 15:00:53.149","34.620336311548093988","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","281.93338639051160044","0","0","0","0","0","0"," "," "," "," ","0","281.93338639051160044","0","0","57739.957532776774315","57739.957532776774315","4.0302415120192165432","95.280175812066516983","2.4569667827080587941","0.88369205339688949863","25.662764005568540426"
"01/07/2023 15:00:54.160","34.620336311548093988","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","130.57601631171422696","0","0","0","0","0","0"," "," "," "," ","0","130.57601631171422696","0","0","8103.6267092845682782","8103.6267092845682782","2.6243811238444769707","98.454355255934032698","2.6243811238444769707","1.0787363797785110009","26.195468416913559651"
"01/07/2023 15:00:55.161","34.620336311548093988","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.89615815468479809","0","0","0","0","0","0"," "," "," "," ","0","131.89615815468479809","0","0","8185.5555121452880485","8185.5555121452880485","0.078198801617856972257","98.438721856275279265","4.7620332327920174009","0.078198801617856972257","25.839288173075747324"
"01/07/2023 15:00:56.146","34.619571183486741006","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","2796.9930092427625823","0","0","0","0","0","0"," "," "," "," ","0","2796.9930092427625823","0","0","109638.87836520832207","109638.87836520832207","22.302203101051631506","80.971968106379989649","0.10283255849495853695","1.6885018829633002824","26.266376412222470549"
"01/07/2023 15:00:57.159","34.618967127664710404","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","256.71388260296419048","0","0","0","0","0","0"," "," "," "," ","0","256.71388260296419048","0","0","40442.310120836205897","40442.310120836205897","4.3456263315088783372","96.914375042951888872","0","0","25.173594791583564501"
"01/07/2023 15:00:58.152","34.617960367961309487","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","584.28661877866966279","0","0","0","0","0","0"," "," "," "," ","0","584.28661877866966279","0","0","49515.268769326161419","49515.268769326161419","10.27899266667707856","93.703788959065065001","0.83467610527466762349","0.83467610527466762349","26.413028422104034121"
"01/07/2023 15:00:59.163","34.617960367961309487","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","2408.8586667441927602","0","0","0","0","0","0"," "," "," "," ","0","2408.8586667441927602","0","0","12151.090023379574632","12151.090023379574632","4.2027762455715711454","100","0","0","25.834407415926374796"
"01/07/2023 15:01:00.167","34.617960367961309487","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.41027013073428975","0","0","0","0","0","0"," "," "," "," ","0","131.41027013073428975","0","0","12233.101510351993056","12233.101510351993056","3.565762326709542851","95.333827209356911681","2.010371396495180818","5.121153256923904884","26.507783524622364979"
"01/07/2023 15:01:01.160","34.612684937802299601","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.91837291397453669","0","0","0","0","0","0"," "," "," "," ","0","132.91837291397453669","0","0","8248.9947796309043042","8248.9947796309043042","0.86943859297895498273","92.132495126426903198","5.5899415171228099553","0.86943859297895498273","24.865323422173791101"
"01/07/2023 15:01:02.154","34.612161418099923083","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","2903.6326216077386562","0","0","0","0","0","0"," "," "," "," ","0","2903.6326216077386562","0","0","8247.7664480619259848","8247.7664480619259848","8.759877341057942246","92.134472184573951381","0.89434952563191005837","4.0405606518023162721","26.457319959704339141"
"01/07/2023 15:01:03.163","34.612161418099923083","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","1145.3828734545134012","0","0","0","0","0","0"," "," "," "," ","0","1145.3828734545134012","330758.03836339054396","330758.03836339054396","12175.142516443824206","12175.142516443824206","8.6576089363599066928","92.259119401386442405","2.4649044574690526233","2.4649044574690526233","26.461634313171110477"
"01/07/2023 15:01:04.160","34.611839250338228169","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.42464611268957242","0","0","0","0","0","0"," "," "," "," ","0","132.42464611268957242","0","0","12327.530692672191435","12327.530692672191435","5.9483387015513589091","96.864944623385042632","1.2457556366289201932","0","25.934311711383095655"
"01/07/2023 15:01:05.162","34.611839250338228169","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","1535.9402028558113216","0","0","0","0","0","0"," "," "," "," ","0","1535.9402028558113216","0","0","8170.4039881784465251","8170.4039881784465251","4.9374764120269309942","98.441597973967660096","0.2622703339298926295","0.2622703339298926295","25.975903763463591645"
"01/07/2023 15:01:06.163","34.611839250338228169","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","3077.8655002755590431","0","0","0","0","0","0"," "," "," "," ","0","3077.8655002755590431","0","0","8186.322785148499861","8186.322785148499861","6.3198104772323677736","93.754654031815491066","4.7584739851862405402","0.074464509047855731438","26.226855747097268079"
"01/07/2023 15:01:07.159","34.611839250338228169","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.52223035315267907","0","0","0","0","0","0"," "," "," "," ","0","132.52223035315267907","0","0","8224.4099322198999289","8224.4099322198999289","1.170324080014317758","93.725099941588212005","5.8764991238231534254","4.3077741092202082029","26.269924313661473292"
"01/07/2023 15:01:08.152","34.611839250338228169","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","1391.5689662990412216","0","0","0","0","0","0"," "," "," "," ","0","1391.5689662990412216","0","0","74292.249635985310306","74292.249635985310306","3.9576453341880979409","93.702140677651684086","5.5321101647751724784","3.9576453341880979409","26.787385377700758227"
"01/07/2023 15:01:09.164","34.611839250338228169","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","130.34233228644743008","0","0","0","0","0","0"," "," "," "," ","0","130.34233228644743008","0","0","8089.1241370498282777","8089.1241370498282777","0","93.828490492221831687","2.7987252524937389353","5.8844800063828195391","25.55616162521815582"
"01/07/2023 15:01:10.164","34.611839250338228169","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.9767984788274191","0","0","0","0","0","0"," "," "," "," ","0","131.9767984788274191","0","0","8190.5600995345012052","8190.5600995345012052","3.1434414887405393024","93.751189773467132227","3.1434414887405393024","3.1434414887405393024","25.795378559922188089"
"01/07/2023 15:01:11.170","34.611839250338228169","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.27622167939284736","0","0","0","0","0","0"," "," "," "," ","0","131.27622167939284736","0","0","12220.622818154388369","12220.622818154388369","3.6544381315793406095","100","0.54651678098512901371","0.54651678098512901371","26.186867923387403323"
"01/07/2023 15:01:12.163","34.611839250338228169","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","1164.4983928209680926","0","0","0","0","0","0"," "," "," "," ","0","1164.4983928209680926","0","0","28882.783666922834527","28882.783666922834527","2.4137130718380084282","92.130138150954678622","3.9876854416470819409","7.1356301812652063177","26.416796748137826967"
"01/07/2023 15:01:13.165","34.611839250338228169","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.74018201303388764","0","0","0","0","0","0"," "," "," "," ","0","131.74018201303388764","0","0","49055.253229580623156","49055.253229580623156","0.19635369374293443201","92.202840132323672151","7.9935135614192631692","3.315217640813461486","25.926981257074832143"
"01/07/2023 15:01:14.165","34.611839250338228169","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.91150057426472131","0","0","0","0","0","0"," "," "," "," ","0","131.91150057426472131","0","0","8186.5076720028528143","8186.5076720028528143","0.067544346776016173095","93.754221521673500206","6.3133228251025190758","3.1904335859392674024","25.831380569872820274"
"01/07/2023 15:01:15.162","34.611839250338228169","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","132.46258584227840061","0","0","0","0","0","0"," "," "," "," ","0","132.46258584227840061","0","0","8220.7083577268531371","8220.7083577268531371","1.2183546256804067554","93.72814950004320167","4.3542798756588059206","4.3542798756588059206","25.91376095177990635"
"01/07/2023 15:01:16.165","34.611839250338228169","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.59830932062970987","0","0","0","0","0","0"," "," "," "," ","0","131.59830932062970987","0","0","12250.606249484073487","12250.606249484073487","12.765446024292682381","82.864641183343195507","4.9766465621759570226","3.4188866697526076877","26.006405109891119309"
"01/07/2023 15:01:17.158","34.611839250338228169","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","326.30774627397340737","0","0","0","0","0","0"," "," "," "," ","0","326.30774627397340737","0","0","8250.3489428283646703","8250.3489428283646703","5.5822588510463733158","93.705483923403093627","0.86137179359868643047","4.0086298318971476107","26.039436099986325246"
"01/07/2023 15:01:18.148","33.859949869536784206","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","230.1851011279877639","0","0","0","0","0","0"," "," "," "," ","0","230.1851011279877639","0","0","12405.765450266288099","12405.765450266288099","5.3441721239747996819","14.809754911577321934","13.232157780310238593","8.4993663865089779108","10.47136784890365746"
"01/07/2023 15:01:19.152","33.859627701775082187","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.49490178327008039","0","0","0","0","0","0"," "," "," "," ","0","131.49490178327008039","0","0","16321.306597099221108","16321.306597099221108","0.38196542995193594194","0","0.38196542995193594194","0","0"
"01/07/2023 15:01:20.156","33.852942808031322386","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.53137999933835545","0","0","0","0","0","0"," "," "," "," ","0","131.53137999933835545","0","0","8162.9171587468163125","8162.9171587468163125","3.4664007271882235628","0.35241365387171930124","0.35241365387171930124","0.35241365387171930124","1.1309104222008481422"
"01/07/2023 15:01:21.159","33.846298193988928915","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.52259926917275834","0","0","0","0","0","0"," "," "," "," ","0","131.52259926917275834","0","0","16324.744442622171846","16324.744442622171846","0","0","0","0.36366266762941634738","0"
"01/07/2023 15:01:22.147","33.834700294266149001","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","133.62117223424925783","0","0","0","0","0","0"," "," "," "," ","0","133.62117223424925783","0","0","8292.6109313861361443","8292.6109313861361443","1.9359141202565877116","1.9359141202565877116","1.9359141202565877116","1.9359141202565877116","1.9359141202565877116"
"01/07/2023 15:01:23.150","33.834700294266149001","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.55868638651642755","0","0","0","0","0","0"," "," "," "," ","0","131.55868638651642755","0","0","61234.588572633103468","61234.588572633103468","0","0.33443776065036345813","1.8917121706402029169","0.33443776065036345813","0.33443776065036345813"
"01/07/2023 15:01:24.154","33.834700294266149001","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.50848702972641036","0","0","0","0","0","0"," "," "," "," ","0","131.50848702972641036","0","0","8161.496407178172376","8161.496407178172376","3.4849336369875860697","0.37154439947105766251","1.928239018229316315","0.37154439947105766251","1.5390603821169746013"
"01/07/2023 15:01:25.157","33.834700294266149001","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.5798654894920503","0","0","0","0","0","0"," "," "," "," ","0","131.5798654894920503","0","0","12248.889296476350864","12248.889296476350864","1.8767788649733718742","0","0","1.8767788649733718742","0.31926741838564920428"
"01/07/2023 15:01:26.148","33.834700294266149001","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","326.9707252210685624","0","0","0","0","0","0"," "," "," "," ","0","326.9707252210685624","0","0","8267.1116697870165808","8267.1116697870165808","2.236801791637388348","2.236801791637388348","0.65997601408315231808","6.9672791243000968819","3.0252146804145008119"
"01/07/2023 15:01:27.148","33.83373381426412152","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","516.00536645581109951","0","0","0","0","0","0"," "," "," "," ","0","516.00536645581109951","0","0","8192.0851976860558352","8192.0851976860558352","0.0011699863111558350681","0","0.0011699863111558350681","0","0"
"01/07/2023 15:01:28.152","33.830592719332919671","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","705.47461252952803079","0","0","0","0","0","0"," "," "," "," ","0","705.47461252952803079","0","0","12244.169546275199536","12244.169546275199536","0.35383357236787871258","0.35383357236787871258","0.35383357236787871258","0.35383357236787871258","0.35383357236787871258"
"01/07/2023 15:01:29.155","33.82942486410714622","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","1280.119701161838293","0","0","0","0","0","0"," "," "," "," ","0","1280.119701161838293","0","0","126081.82078483700752","126081.82078483700752","0.30183619093195890315","1.85962000044863629","1.85962000044863629","0.30183619093195890315","1.0807280956902975966"
"01/07/2023 15:01:30.159","33.828498663806470859","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.4946136020817562","0","0","0","0","0","0"," "," "," "," ","0","131.4946136020817562","0","0","8160.6354138504066213","8160.6354138504066213","5.0476637067937595305","0","0","6.6042593837315699545","2.3236262532587592666"
"01/07/2023 15:01:31.143","33.827733512462053511","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","134.14499183392362625","0","0","0","0","0","0"," "," "," "," ","0","134.14499183392362625","0","0","8325.119493208350832","8325.119493208350832","6.3198568064397271371","3.1442587320817505514","3.1442587320817505514","0","3.1442587320817505514"
"01/07/2023 15:01:32.150","33.827491904103077047","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","1084.5063862231140774","0","0","0","0","0","0"," "," "," "," ","0","1084.5063862231140774","0","0","12203.67625815899919","12203.67625815899919","0.68676097915305600594","0","2.23853033885379471","2.23853033885379471","1.0746983534162923846"
"01/07/2023 15:01:33.153","33.826162976637988322","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","322.76690133015830497","0","0","0","0","0","0"," "," "," "," ","0","322.76690133015830497","0","0","61206.16795594112773","61206.16795594112773","0","0.37739036980112272701","0.37739036980112272701","0","0"
"01/07/2023 15:01:34.157","33.825921344995947493","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","131.51089781991794325","0","0","0","0","0","0"," "," "," "," ","0","131.51089781991794325","0","0","8161.646022278543569","8161.646022278543569","0.37103817961149365701","0","0","0","0"
"01/07/2023 15:01:35.145","33.822901065885766059","0","2.374267578125","0","0","0","0","0","0","0","0"," "," "," "," ","0","133.68603490360072783","0","0","0","0","0","0"," "," "," "," ","0","133.68603490360072783","0","0","8296.6363479567971808","8296.6363479567971808","1.8899017845758425693","1.8899017845758425693","0.30748084561739164045","6.6371646014512064582","2.6811122540550735849"
